,Interval_start,Interval_end,ref_bpm,est_ibi
0,1532376659.0,1532376663.98,74.07407407407408,-1.0525291968207904
1,1532376664.0,1532376668.98,61.64383561643835,-0.538515323881735
2,1532376669.0,1532376673.98,69.76744186046511,-0.895178011227202
3,1532376674.0,1532376678.98,67.0391061452514,-0.7850321813116902
4,1532376679.0,1532376683.98,44.665012406947895,0.6258834495108184
5,1532376684.0,1532376688.98,71.09004739336493,-0.9455303906171503
6,1532376689.0,1532376693.98,79.36507936507937,-1.2224684772618657
7,1532376694.0,1532376698.98,68.76790830945559,-0.8558402148288049
8,1532376699.0,1532376703.98,47.12041884816754,0.40559178967979476
9,1532376704.0,1532376708.98,62.33766233766234,-0.5726080807603459
10,1532376709.0,1532376713.98,32.69754768392371,2.1731701078477705
11,1532376714.0,1532376718.98,44.776119402985074,0.6153933704712461
12,1532376719.0,1532376723.98,58.63192182410423,-0.3811641382881466
13,1532376724.0,1532376728.98,51.61290322580645,0.05679666161400752
14,1532376729.0,1532376733.98,44.11764705882353,0.6783338447086815
15,1532376734.0,1532376738.98,75.15657620041753,-1.089244473459294
16,1532376739.0,1532376743.98,72.46376811594203,-0.9958827700070985
17,1532376744.0,1532376748.98,67.98866855524079,-0.8243699777100872
18,1532376749.0,1532376753.98,77.12082262210797,-1.1532339556006868
19,1532376754.0,1532376758.98,56.737588652482266,-0.273640828132528
20,1532376759.0,1532376763.98,56.9620253164557,-0.28675342693199396
21,1532376764.0,1532376768.98,73.46938775510205,-1.0315490387416453
22,1532376769.0,1532376773.98,72.28915662650603,-0.989588722583355
23,1532376774.0,1532376778.98,48.38709677419355,0.30069099928406945
24,1532376779.0,1532376783.98,37.735849056603776,1.402149298439188
25,1532376784.0,1532376788.98,58.67970660146699,-0.38378665804803985
26,1532376789.0,1532376793.98,45.283018867924525,0.5681880147931696
27,1532376794.0,1532376798.98,31.914893617021278,2.3147861748820002
28,1532376799.0,1532376803.98,90.36144578313252,-1.5119946587540682
29,1532376804.0,1532376808.98,70.38123167155425,-0.9187806890662402
30,1532376809.0,1532376813.98,41.76334106728538,0.9196056626188505
31,1532376814.0,1532376818.98,52.17391304347826,0.01745886521561043
32,1532376819.0,1532376823.98,45.11278195488722,0.5839231333525284
33,1532376824.0,1532376828.98,65.57377049180327,-0.7220917070742547
34,1532376829.0,1532376833.98,69.44444444444444,-0.8825899163797148
35,1532376834.0,1532376838.98,53.25443786982248,-0.055971688061397226
36,1532376839.0,1532376843.98,57.55395683453237,-0.32084618381060453
37,1532376844.0,1532376848.98,45.91836734693877,0.5104925800755208
38,1532376849.0,1532376853.98,59.11330049261084,-0.4073893358870781
39,1532376854.0,1532376858.98,39.82300884955752,1.1398973224498743
40,1532376859.0,1532376863.98,49.86149584487535,0.1853001298487711
41,1532376864.0,1532376868.98,49.79253112033195,0.19054516936855762
42,1532376869.0,1532376873.98,54.54545454545455,-0.1398923203779779
43,1532376874.0,1532376878.98,41.570438799076214,0.9405858206979951
44,1532376879.0,1532376883.98,50.847457627118644,0.11186957657176344
45,1532376884.0,1532376888.98,43.0622009569378,0.7832346351044068
46,1532376889.0,1532376893.98,38.70967741935484,1.2762683499643173
47,1532376894.0,1532376898.98,40.17857142857143,1.0979370062915834
48,1532376899.0,1532376903.98,47.24409448818898,0.3951017106402225
49,1532376904.0,1532376908.98,60.301507537688444,-0.4703298101245134
50,1532376909.0,1532376913.98,45.80152671755725,0.5209826591150931
