,Interval_start,Interval_end,ref_bpm,est_ibi
0,1566566496.0,1566566503.781,75.45851528384279,0.8420081210778889
1,1566566503.812,1566566511.594,91.42857142857143,0.4285714285714288
2,1566566511.625,1566566519.406,88.27586206896552,0.49833887043189407
3,1566566519.438,1566566527.219,91.82608695652175,0.4201147689519784
4,1566566527.25,1566566535.031,115.61290322580643,0.0199335548172761
5,1566566535.062,1566566542.844,80.18561484918793,0.7024732373569584
6,1566566542.875,1566566550.656,81.0126582278481,0.6797342192691032
7,1566566550.688,1566566558.469,92.83516483516485,0.3989731199033526
8,1566566558.5,1566566566.281,101.05263157894737,0.24252491694352174
9,1566566566.312,1566566574.094,107.81857451403887,0.1316125734730389
10,1566566574.125,1566566581.906,91.62689804772234,0.42434309876170384
11,1566566581.938,1566566589.719,94.92134831460673,0.3566898218061012
12,1566566589.75,1566566597.531,88.55345911949686,0.49199637571730603
13,1566566597.562,1566566605.344,92.22707423580785,0.4116581093325282
14,1566566605.375,1566566613.156,85.33333333333333,0.5681063122923589
15,1566566613.188,1566566620.969,88.27586206896552,0.49833887043189407
16,1566566621.0,1566566628.781,96.20041753653446,0.3316722037652271
17,1566566628.812,1566566636.594,86.68171557562077,0.5355481727574753
18,1566566636.625,1566566644.406,91.82608695652175,0.4201147689519784
19,1566566644.438,1566566652.219,89.11392405063292,0.4793113862881304
20,1566566652.25,1566566660.031,84.3956043956044,0.5913621262458473
21,1566566660.062,1566566667.844,88.07339449541284,0.5029900332225914
22,1566566667.875,1566566675.656,79.17525773195877,0.7308970099667778
23,1566566675.688,1566566683.469,92.97820823244552,0.3960132890365451
24,1566566683.5,1566566691.281,82.40343347639485,0.6425249169435219
25,1566566691.312,1566566699.094,94.496644295302,0.3651464814255516
26,1566566699.125,1566566706.906,86.09865470852019,0.5495016611295682
27,1566566706.938,1566566714.719,84.02625820568927,0.6006644518272428
28,1566566714.75,1566566722.531,91.42857142857143,0.4285714285714288
29,1566566722.562,1566566730.344,93.65853658536585,0.382059800664452
30,1566566730.375,1566566738.156,91.23110151187906,0.4327997583811538
31,1566566738.188,1566566745.969,82.58064516129032,0.6378737541528241
32,1566566746.0,1566566753.781,85.52338530066815,0.5634551495016615
33,1566566753.812,1566566761.594,99.09677419354838,0.27740863787375436
34,1566566761.625,1566566769.406,112.46861924686192,0.06312292358804017
35,1566566769.438,1566566777.219,95.78231292517007,0.3397765025672004
36,1566566777.25,1566566785.031,112.686230248307,0.060056222846920804
37,1566566785.062,1566566792.844,77.48878923766816,0.7799926172019198
38,1566566792.875,1566566800.656,80.1670146137787,0.7029900332225916
39,1566566800.688,1566566808.469,114.6268656716418,0.03322259136212646
40,1566566808.5,1566566816.281,105.31645569620254,0.17096856631740365
41,1566566816.312,1566566824.094,112.17977528089887,0.06721185790953266
42,1566566824.125,1566566831.906,105.31645569620254,0.17096856631740365
43,1566566831.938,1566566839.719,105.76271186440678,0.1638129312547918
44,1566566839.75,1566566847.531,106.43923240938166,0.15307947866087424
45,1566566847.562,1566566855.344,100.6113537117904,0.2502768549280179
46,1566566855.375,1566566863.156,106.43923240938166,0.15307947866087424
47,1566566863.188,1566566870.969,104.0,0.1924354715052392
48,1566566871.0,1566566878.781,109.71428571428571,0.1029900332225917
49,1566566878.812,1566566886.594,94.62012320328542,0.3626799557032119
50,1566566886.625,1566566894.406,98.67237687366168,0.2851605758582505
51,1566566894.438,1566566902.219,77.31543624161074,0.7851605758582503
52,1566566902.25,1566566910.031,110.19867549668875,0.09583439815997963
53,1566566910.062,1566566917.844,95.60165975103735,0.3433001107419713
54,1566566917.875,1566566925.656,70.73684210526316,1.0
55,1566566925.688,1566566933.469,114.23340961098397,0.038589317659085465
56,1566566933.5,1566566941.281,111.92825112107624,0.07078967544083836
57,1566566941.312,1566566949.094,75.1304347826087,0.8523440383905503
58,1566566949.125,1566566956.906,97.21518987341773,0.312292358803987
59,1566566956.938,1566566964.719,92.22707423580785,0.4116581093325282
60,1566566964.75,1566566972.531,84.95575221238938,0.5774086378737544
61,1566566972.562,1566566980.344,97.01052631578946,0.31616832779623505
62,1566566980.375,1566566988.156,106.43923240938166,0.15307947866087424
63,1566566988.188,1566566995.969,92.22707423580785,0.4116581093325282
64,1566566996.0,1566567003.781,83.29718004338395,0.6192691029900335
65,1566567003.812,1566567011.594,81.70212765957447,0.6611295681063125
66,1566567011.625,1566567019.406,93.24503311258277,0.3905164602839024
67,1566567019.438,1566567027.219,95.78231292517007,0.3397765025672004
68,1566567027.25,1566567035.031,117.12418300653596,0.0
69,1566567035.062,1566567042.844,92.83516483516485,0.3989731199033526
70,1566567042.875,1566567050.656,109.71428571428571,0.1029900332225917
71,1566567050.688,1566567058.469,85.54455445544554,0.5629383536360284
72,1566567058.5,1566567066.281,100.3921568627451,0.25415282392026595
73,1566567066.312,1566567074.094,87.07482993197279,0.5262458471760798
74,1566567074.125,1566567081.906,71.70124481327801,0.9660391288298267
75,1566567081.938,1566567089.719,72.11267605633803,0.9518272425249172
76,1566567089.75,1566567097.531,73.14285714285714,0.9169435215946846
77,1566567097.562,1566567105.344,74.16309012875536,0.8833517903285348
78,1566567105.375,1566567113.156,73.84615384615384,0.8936877076411962
79,1566567113.188,1566567120.969,79.08466819221968,0.733480989294943
80,1566567121.0,1566567128.781,91.03448275862068,0.43702808819087924
81,1566567128.812,1566567136.594,105.44622425629291,0.16888150609080843
