,Interval_start,Interval_end,ref_bpm,est_ibi
0,1566565843.0,1566565850.781,84.02625820568927,0.4537453646477133
1,1566565850.812,1566565858.594,83.84279475982532,0.4565142150803462
2,1566565858.625,1566565866.406,72.60504201680672,0.6527949457492105
3,1566565866.438,1566565874.219,81.89573459715639,0.4866639197912376
4,1566565874.25,1566565882.031,64.46043165467626,0.8378244746600744
5,1566565882.062,1566565889.844,67.66519823788546,0.7597033374536465
6,1566565889.875,1566565897.656,67.66519823788546,0.7597033374536465
7,1566565897.688,1566565905.469,64.0,0.8496909765142152
8,1566565905.5,1566565913.281,70.94688221709006,0.6870210135970335
9,1566565913.312,1566565921.094,64.40251572327044,0.8393077873918419
10,1566565921.125,1566565928.906,64.0,0.8496909765142152
11,1566565928.938,1566565936.719,66.63774403470715,0.7839307787391842
12,1566565936.75,1566565944.531,67.81456953642385,0.7562422744128555
13,1566565944.562,1566565952.344,69.1891891891892,0.7250927070457355
14,1566565952.375,1566565960.156,67.96460176991151,0.7527812113720643
15,1566565960.188,1566565967.969,65.72127139364304,0.8061804697156983
16,1566565968.0,1566565975.781,65.64102564102564,0.808158220024722
17,1566565975.812,1566565983.594,67.81456953642385,0.7562422744128555
18,1566565983.625,1566565991.406,66.69975186104219,0.7824474660074167
19,1566565991.438,1566565999.219,65.92274678111588,0.8012360939431397
20,1566565999.25,1566566007.031,66.34989200863932,0.7908529048207665
21,1566566007.062,1566566014.844,71.94379391100702,0.6662546353522868
22,1566566014.875,1566566022.656,77.31543624161074,0.5635764318088176
23,1566566022.688,1566566030.469,68.26666666666667,0.7458590852904822
24,1566566030.5,1566566038.281,77.89046653144017,0.5534239802224971
25,1566566038.312,1566566046.094,71.60839160839161,0.673176761433869
26,1566566046.125,1566566053.906,61.230068337129836,0.9248454882571077
27,1566566053.938,1566566061.719,70.18276762402088,0.7033374536464773
28,1566566061.75,1566566069.531,65.92274678111588,0.8012360939431397
29,1566566069.562,1566566077.344,74.96746203904556,0.6066474385386623
30,1566566077.375,1566566085.156,79.33884297520662,0.5285043263288011
31,1566566085.188,1566566092.969,107.58620689655172,0.17664733288960743
32,1566566093.0,1566566100.781,108.75816993464053,0.16599790814871151
33,1566566100.812,1566566108.594,97.77777777777779,0.2757837959321273
34,1566566108.625,1566566116.406,99.3103448275862,0.2590028842192006
35,1566566116.438,1566566124.219,131.00213219616205,0.0
36,1566566124.25,1566566132.031,125.21739130434783,0.0374948496085703
37,1566566132.062,1566566139.844,100.3921568627451,0.24746600741656366
38,1566566139.875,1566566147.656,104.01805869074492,0.21054800164812526
39,1566566147.688,1566566155.469,94.07572383073497,0.3185751208000899
40,1566566155.5,1566566163.281,110.93333333333332,0.14682894361509946
41,1566566163.312,1566566171.094,87.81704781704782,0.39912349702213745
42,1566566171.125,1566566178.906,107.58620689655172,0.17664733288960743
43,1566566178.938,1566566186.719,106.17511520737328,0.18978162340337856
44,1566566186.75,1566566194.531,111.53526970954357,0.14165636588380714
45,1566566194.562,1566566202.344,107.12446351931331,0.18090710278596556
46,1566566202.375,1566566210.156,107.12446351931331,0.18090710278596556
47,1566566210.188,1566566217.969,105.09473684210526,0.20007606731957794
48,1566566218.0,1566566225.781,106.8950749464668,0.18303698773414467
49,1566566225.812,1566566233.594,107.81857451403887,0.1745174479414282
50,1566566233.625,1566566241.406,105.44622425629291,0.19670374948496072
51,1566566241.438,1566566249.219,87.93893129770993,0.39744540585084465
52,1566566249.25,1566566257.031,102.50513347022587,0.22563468669772757
53,1566566257.062,1566566264.844,89.09512761020882,0.3817552533992584
54,1566566264.875,1566566272.656,85.90604026845638,0.42605686032138446
55,1566566272.688,1566566280.469,74.00428265524626,0.6251064414228816
56,1566566280.5,1566566288.281,79.63133640552996,0.5235819255596758
57,1566566288.312,1566566296.094,84.95575221238938,0.4399011124845488
58,1566566296.125,1566566303.906,66.20689655172414,0.7943139678615575
59,1566566303.938,1566566311.719,63.47107438016529,0.8635352286773795
60,1566566311.75,1566566319.531,71.77570093457943,0.669715698393078
61,1566566319.562,1566566327.344,66.63774403470715,0.7839307787391842
62,1566566327.375,1566566335.156,61.79310344827586,0.9090234857849199
63,1566566335.188,1566566342.969,73.31742243436754,0.6385661310259579
64,1566566343.0,1566566350.781,62.65734265734266,0.8852904820766377
65,1566566350.812,1566566358.594,62.22222222222222,0.8971569839307788
66,1566566358.625,1566566366.406,64.53781512605042,0.8358467243510507
67,1566566366.438,1566566374.219,83.11688311688312,0.46758961681087763
68,1566566374.25,1566566382.031,62.950819672131146,0.8773794808405441
69,1566566382.062,1566566389.844,58.68995633187773,1.0
70,1566566389.875,1566566397.656,65.08474576271186,0.8220024721878864
71,1566566397.688,1566566405.469,68.11529933481152,0.7493201483312734
72,1566566405.5,1566566413.281,60.54054054054054,0.9446229913473424
73,1566566413.312,1566566421.094,68.57142857142857,0.7389369592089
74,1566566421.125,1566566428.906,62.51162790697675,0.8892459826946849
75,1566566428.938,1566566436.719,58.818380743982495,0.9960444993819529
